Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
26,Top 76 Similar websites like bharatbhasha.com and alternatives,https://www.sitelike.org/similar/bharatbhasha.com/,http://www.pollchief.com/,pollchief.com,79,271,true,false,false,false,false,false,true,false,2021-06-18,2022-03-13,false,true
25,Elections | Election Poll Workers | Allegheny County,https://www.alleghenycounty.us/elections/poll-workers.aspx,https://alleghenypwp.pollchief.com/worker-portal/Application,Poll Worker Application,49,2551,false,false,false,true,false,false,false,false,2022-04-23,2022-09-07,false,false
25,Elections | Election Poll Workers | Allegheny County,https://www.alleghenycounty.us/elections/poll-workers.aspx,https://alleghenypwp.pollchief.com/,Poll Worker Login,49,2551,false,false,false,true,false,false,false,false,2022-04-23,2022-09-07,false,false
22,Home - a konnech shake to vote app,http://www.votedge.com/,http://pollchief.com/OnlineDemo.aspx,Demo,5,13,false,false,false,true,false,false,false,false,2022-03-06,2022-09-06,false,false
20,New Year 2021: Five days to go. Will America fight for freedom while they still can? « JoNova,https://joannenova.com.au/2021/01/new-year-2021-five-days-to-go-will-america-fight-for-freedom-while-they-still-can/,http://www.pollchief.com/ABVote.html,http://www.pollchief.com/ABVote.html,164,976,true,false,true,true,false,false,false,false,2022-03-29,2022-09-10,false,false
19,"Konnech, Inc. - Election Service Software Provider",https://www.konnech.com/,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,Candidate Nomination,13,13,false,false,false,true,false,false,false,false,2021-09-22,2022-08-10,false,true
19,"Konnech, Inc. - Election Service Software Provider",https://www.konnech.com/,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,,13,13,false,false,false,false,false,false,true,false,2021-09-22,2022-08-10,false,true
13,,https://www.alleghenycounty.us/elections/poll-worker-application.aspx,https://alleghenypwp.pollchief.com/worker-portal/Application,,0,0,false,false,false,true,false,false,false,false,2022-05-24,2022-09-08,false,false
13,Indianapolis voters will have more opportunities to vote – in person and by mail – before Election Day | wthr.com,https://www.wthr.com/article/news/investigations/13-investigates/indianapolis-voters-will-have-more-opportunities-to-vote-in-person-and-by-mail-before-election-day/531-9ef2944d-8d5c-423e-b5c5-ed0df3fa8b71,https://indy.pollchief.com/pollaccess/,sign up now online,5,73,false,false,false,true,false,false,false,false,2022-03-26,2022-09-07,false,false
12,,http://pollworker.indy.gov/,https://indy.pollchief.com/pollaccess/,,0,0,false,false,false,true,false,false,false,false,2022-03-26,2022-08-22,false,false
11,Marion County Portal Login — MCPS DESKTOP v6.5.8.28,https://consumerdatastandards.net/m-companies/marion-county-portal-login.html,https://indy.pollchief.com/pollaccess/,POLL WORKER PORTAL - PollChief - Login,41,87,true,false,false,true,false,false,false,false,2022-03-04,2022-08-10,false,true
11,Elections Division | Allegheny County,https://www.alleghenycounty.us/elections/index.aspx?tribe-bar-date=2020-04-03,https://alleghenypwp.pollchief.com/worker-portal/Application,Apply Online,59,2566,false,false,false,true,false,false,false,false,2022-09-11,2022-09-11,true,false
11,Elections Division | Allegheny County,https://www.alleghenycounty.us/elections/index.aspx?vgo_ee=LRRV6glqIfcVPcYsJBrMHi%2FZD%2BmsUFpJrc5fHf6IoVE%3D,https://alleghenypwp.pollchief.com/worker-portal/Application,Apply Online,59,2566,false,false,false,true,false,false,false,false,2022-08-17,2022-09-11,true,false
11,Elections | Election Poll Workers | Allegheny County,https://www.alleghenycounty.us/elections/poll-workers.aspx?vgo_ee=LRRV6glqIfcVPcYsJBrMHi%2FZD%2BmsUFpJrc5fHf6IoVE%3D,https://alleghenypwp.pollchief.com/worker-portal/Application,Poll Worker Application,49,2538,false,false,false,true,false,false,false,false,2022-04-23,2022-09-11,false,false
11,Elections | Election Poll Workers | Allegheny County,https://www.alleghenycounty.us/elections/poll-workers.aspx?vgo_ee=LRRV6glqIfcVPcYsJBrMHi%2FZD%2BmsUFpJrc5fHf6IoVE%3D,https://alleghenypwp.pollchief.com/,Poll Worker Login,49,2538,false,false,false,true,false,false,false,false,2022-04-23,2022-09-11,false,false
9,Indy Gov Jobs Log In | Now Hiring,https://carehealthjobs.com/indy-gov-jobs-log-in,https://indy.pollchief.com/pollaccess/Application.aspx,Indy.pollchief.com,47,183,true,false,false,true,false,false,false,false,2022-01-21,2022-07-07,false,true
9,Domains on ip 74.208.236.162,https://domains.tntcode.com/ip/74.208.236.162,https://pollchief.com/,,602,600,true,false,false,true,false,false,false,false,2022-05-01,2022-05-01,false,false
9,Weekend Unthreaded « JoNova,https://joannenova.com.au/2020/12/weekend-unthreaded-337/,http://www.pollchief.com/ABVote.html,http://www.pollchief.com/ABVote.html,136,660,true,false,true,true,false,false,false,false,2022-03-16,2022-08-17,false,false
9,Weekend Unthreaded « JoNova,https://www.joannenova.com.au/2020/12/weekend-unthreaded-337/,http://www.pollchief.com/ABVote.html,http://www.pollchief.com/ABVote.html,135,660,true,false,true,true,false,false,false,false,2022-03-03,2022-08-31,false,false
9,New Year 2021: Five days to go. Will America fight for freedom while they still can? « JoNova,https://www.joannenova.com.au/2021/01/new-year-2021-five-days-to-go-will-america-fight-for-freedom-while-they-still-can/,http://www.pollchief.com/ABVote.html,http://www.pollchief.com/ABVote.html,164,977,true,false,true,true,false,false,false,false,2022-03-31,2022-08-30,false,false
8,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/Q,http://www.pollchief.com/ABVote.html,,235,4,false,false,false,true,false,false,false,false,2022-08-22,2022-08-22,true,false
6,Election Officer Portal,https://www.vote4fairfax.com/ElectionOfficerApplication.aspx,http://www.pollchief.com/,,8,1,false,false,false,false,false,false,true,true,2022-03-10,2022-09-06,false,false
5,Alexa top domain list || page 866,http://love.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-22,false,false
5,Alexa top domain list || page 866,http://www.love.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
5,Indianaworkersvote.com,https://advancedsitestats.com/indianaworkersvote.com/,https://indy.pollchief.com/pollaccess/Application.aspx,Go URL,12,107,true,false,false,true,false,false,false,false,2022-01-26,2022-07-10,false,true
5,Volunteer to work the polls - IndyHub,https://indyhub.org/upcoming-event/volunteer-to-work-the-polls/,https://indy.pollchief.com/pollaccess/Application.aspx,online application,15,44,false,false,false,true,false,false,false,false,2022-03-13,2022-09-06,false,false
5,Alexa top domain list || page 866,https://love.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-22,false,false
5,Alexa top domain list || page 866,https://www.love.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
4,Alexa top domain list || page 866,http://feelfree.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
4,Alexa top domain list || page 866,https://feelfree.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
3,"Konnech, Inc. - Election Service Software Provider",http://konnech.com/,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,,13,13,false,false,false,false,false,false,true,false,2021-08-01,2022-07-20,false,true
3,"Konnech, Inc. - Election Service Software Provider",http://konnech.com/,http://www.pollchief.com/,POLLCHIEF,13,13,false,false,false,true,false,false,false,true,2021-08-01,2022-07-20,false,true
3,"Konnech, Inc. - Election Service Software Provider",http://konnech.com/,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,Candidate Nomination,13,13,false,false,false,true,false,false,false,false,2021-08-01,2022-07-20,false,true
3,"Konnech, Inc. - Election Service Software Provider",http://konnech.com/,http://www.pollchief.com/,,13,13,false,false,false,true,false,false,false,true,2021-08-01,2022-07-20,false,true
3,Alexa top domain list || page 866,http://www.feelfree.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
3,Marion – WorkElections,https://workelections.org/jurisdiction/in/marion-6/,https://indy.pollchief.com/pollaccess/Application.aspx,Apply Now!,4,18,false,false,false,true,false,false,false,false,2022-02-24,2022-09-06,false,false
3,Allegheny – WorkElections,https://workelections.org/jurisdiction/pa/allegheny/,https://alleghenypwp.pollchief.com/worker-portal/Application,Apply Now!,4,18,false,false,false,true,false,false,false,false,2022-05-25,2022-09-11,false,false
3,Alexa top domain list || page 866,https://www.feelfree.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
3,VOTER REGISTRATION | newbindy,https://www.newbindy.org/voterregistrationportal,http://indy.pollchief.com/,Indy.pollchief.com,16,73,false,false,false,true,false,false,false,false,2022-03-21,2022-09-08,false,false
2,poll worker login za - alllogindata,https://alllogindata.com/poll-worker-login-za/,https://indy.pollchief.com/pollaccess/Login.aspx,Poll Worker Portal – PollChief – Login,13,24,false,false,false,true,false,false,false,false,2022-07-28,2022-09-02,false,false
2,"Konnech, Inc. - Election Service Software Provider",https://konnech.com/,http://www.pollchief.com/,,13,13,false,false,false,true,false,false,false,true,2021-08-22,2022-07-07,false,true
2,"Konnech, Inc. - Election Service Software Provider",https://konnech.com/,http://www.pollchief.com/,POLLCHIEF,13,13,false,false,false,true,false,false,false,true,2021-08-22,2022-07-07,false,true
2,"Konnech, Inc. - Election Service Software Provider",https://konnech.com/,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,Candidate Nomination,13,13,false,false,false,true,false,false,false,false,2021-08-22,2022-07-07,false,true
2,"Konnech, Inc. - Election Service Software Provider",https://konnech.com/,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,,13,13,false,false,false,false,false,false,true,false,2021-08-22,2022-07-07,false,true
2,Poll Worker Login - SecuredTop,https://securedtop.com/poll-worker/,https://indy.pollchief.com/pollaccess/,Election Worker Access – PollChief,14,29,true,false,false,true,false,false,false,false,2022-01-06,2022-04-13,false,true
2,"COVID, The Arts And Bryan Fonseca | Sheila Kennedy",https://sheilakennedy.net/2020/09/covid-the-arts-and-bryan-fonseca/,https://indy.pollchief.com/pollaccess/Default.aspx,https://indy.pollchief.com/pollaccess/Default.aspx?fbclid=IwAR1nbsxT9lfRhKrAdRz5gON3AY5-wDbRIz8N0DiTv8Bdsl4xeuYEUz8FeLM,18,47,true,false,true,true,false,false,false,false,2022-03-05,2022-09-02,false,false
2,"COVID, The Arts And Bryan Fonseca | Sheila Kennedy",https://sheilakennedy.net/2020/09/covid-the-arts-and-bryan-fonseca/comment-page-1/,https://indy.pollchief.com/pollaccess/Default.aspx,https://indy.pollchief.com/pollaccess/Default.aspx?fbclid=IwAR1nbsxT9lfRhKrAdRz5gON3AY5-wDbRIz8N0DiTv8Bdsl4xeuYEUz8FeLM,18,47,true,false,true,true,false,false,false,false,2022-03-21,2022-09-07,false,false
1,Alexa top domain list || page 866,http://besafe.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
1,"Konnech, Inc. - Election Service Software Provider",http://konnech.com/index.html,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,,13,13,false,false,false,false,false,false,true,false,2021-07-04,2022-07-11,false,true
1,"Konnech, Inc. - Election Service Software Provider",http://konnech.com/index.html,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,Candidate Nomination,13,13,false,false,false,true,false,false,false,false,2021-07-04,2022-07-11,false,true
1,Alexa top domain list || page 866,http://new.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-22,false,false
1,,http://papasearch.net/Campaign_Finance/CampaignFinance50.html,http://www.pollchief.com/About%20Us.html,"PollChief - Election management software,Election services ...",6163,18,false,false,false,true,false,false,false,false,2022-03-12,2022-08-25,false,false
1,,http://papasearch.net/Campaign_Finance/CampaignFinance85.html,http://pollchief.com/Testimonial.html,"PollChief - Election management software,Election services ...",7850,18,false,false,false,true,false,false,false,false,2022-01-26,2022-09-06,false,false
1,Alexa top domain list || page 866,http://searchhotels.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-08,2022-07-21,false,false
1,Alexa top domain list || page 866,http://www.linkdonation.com/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-08-07,false,true
1,Alexa top domain list || page 866,http://www.new.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
1,Alexa top domain list || page 866,http://www.searchhotels.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-20,false,false
1,chicago poll worker connection login,https://go-logins.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-04-30,2022-07-16,false,false
1,chicago poll worker connection login,https://go-logins.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,Election Worker Access - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-04-30,2022-07-16,false,false
1,poll worker login,https://go-logins.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-03-29,2022-08-22,false,false
1,poll worker login,https://go-logins.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,Poll Worker Portal - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-03-29,2022-08-22,false,false
1,poll worker login,https://go-logins.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-03-29,2022-08-22,false,false
1,poll worker login,https://go-logins.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,POLL WORKER PORTAL - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-03-29,2022-08-22,false,false
1,"Konnech, Inc. - Election Service Software Provider",https://konnech.com/index.html,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,Candidate Nomination,13,13,false,false,false,true,false,false,false,false,2021-07-10,2022-07-23,false,true
1,"Konnech, Inc. - Election Service Software Provider",https://konnech.com/index.html,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,,13,13,false,false,false,false,false,false,true,false,2021-07-10,2022-07-23,false,true
1,poll worker login,https://logincollector.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,22,75,true,false,false,false,false,false,true,false,2022-03-28,2022-08-14,false,false
1,poll worker login,https://logincollector.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,Poll Worker Portal - PollChief - Login,22,75,true,false,false,true,false,false,false,false,2022-03-28,2022-08-14,false,false
1,poll worker login,https://logincollector.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,website screenshot,22,75,true,false,false,false,false,false,true,false,2022-03-28,2022-08-14,false,false
1,poll worker login,https://logincollector.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,POLL WORKER PORTAL - PollChief - Login,22,75,true,false,false,true,false,false,false,false,2022-03-28,2022-08-14,false,false
1,Alexa top domain list || page 866,https://new.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
1,Alexa top domain list || page 866,https://searchhotels.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
1,Alexa top domain list || page 866,https://surekha.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-08-07,false,true
1,"Konnech, Inc. - Election Service Software Provider",https://www.konnech.com/index.html,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,Candidate Nomination,13,13,false,false,false,true,false,false,false,false,2021-07-04,2022-07-14,false,true
1,"Konnech, Inc. - Election Service Software Provider",https://www.konnech.com/index.html,http://www.pollchief.com/Candidate%20Nomination%20System%20(PCNS).html,,13,13,false,false,false,false,false,false,true,false,2021-07-04,2022-07-14,false,true
1,Alexa top domain list || page 866,https://www.new.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-07,2022-07-21,false,false
1,Alexa top domain list || page 866,https://www.searchhotels.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,http://3gp.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,http://aadarsh.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
0,Alexa top domain list || page 866,http://again.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
0,Alexa top domain list || page 866,http://allreviews.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,http://allwebsites.net/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://anjana.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://cashbackdeals.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://cricketlive.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,http://discussion.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-22,false,false
0,gatherpatriots.com : NewsGrinder [08/14/2022],http://gatherpatriots.com/20220814,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-09-03,2022-09-03,true,false
0,gatherpatriots.com : NewsGrinder [08/14/2022],http://gatherpatriots.com/20220814?d1=0&i=0,https://www.pollchief.com/About%20us.html,,587,4,false,false,false,true,false,false,false,false,2022-08-23,2022-08-25,true,false
0,gatherpatriots.com : NewsGrinder [08/14/2022],http://gatherpatriots.com/20220814?d1=0&i=1,https://www.pollchief.com/About%20us.html,,587,4,false,false,false,true,false,false,false,false,2022-08-27,2022-08-27,true,false
0,gatherpatriots.com : NewsGrinder [08/14/2022],http://gatherpatriots.com/20220814?d1=1&i=0,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-08-29,2022-09-01,true,false
0,gatherpatriots.com : NewsGrinder [08/14/2022],http://gatherpatriots.com/20220814?i=0,https://www.pollchief.com/About%20us.html,,587,4,false,false,false,true,false,false,false,false,2022-08-23,2022-08-23,true,false
0,gatherpatriots.com : NewsGrinder [08/22/2022],http://gatherpatriots.com/20220822,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-09-02,2022-09-07,true,false
0,gatherpatriots.com : NewsGrinder [08/22/2022],http://gatherpatriots.com/20220822?d1=0&i=0,http://www.pollchief.com/ABVote.html,,581,4,false,false,false,true,false,false,false,false,2022-08-26,2022-08-26,true,false
0,gatherpatriots.com : NewsGrinder [08/22/2022],http://gatherpatriots.com/20220822?d1=0&i=1,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-30,2022-09-02,true,false
0,gatherpatriots.com : NewsGrinder [08/22/2022],http://gatherpatriots.com/20220822?d1=1&i=0,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-09-11,2022-09-11,true,false
0,gatherpatriots.com : NewsGrinder [08/22/2022],http://gatherpatriots.com/20220822?d1=1&i=1,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-09-05,2022-09-07,true,false
0,gatherpatriots.com : NewsGrinder [08/22/2022],http://gatherpatriots.com/20220822?i=0,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-09-09,2022-09-09,true,false
0,Alexa top domain list || page 866,http://hansika.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
0,Alexa top domain list || page 866,http://income.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://indiansociety.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-10,2022-07-21,false,false
0,Home - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/,http://pollchief.com/OnlineDemo.aspx,Demo,4,11,false,false,false,true,false,false,false,true,2022-06-10,2022-08-20,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/AboutUs.html,http://www.pollchief.com/,iPetitioner,9,13,false,false,false,false,false,false,true,false,2022-03-07,2022-08-13,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/ContactUs.aspx,http://www.pollchief.com/,iPetitioner,10,14,false,false,false,false,false,false,true,false,2022-03-25,2022-08-14,false,false
0,Home - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/Default.html,http://pollchief.com/OnlineDemo.aspx,Demo,4,11,false,false,false,true,false,false,false,true,2022-03-19,2022-04-28,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/PollCallHelpDesk.html,Poll Help Desk Management,16,14,false,false,false,true,false,false,false,false,2022-03-02,2022-08-14,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/,iPetitioner,16,14,false,false,false,false,false,false,true,false,2022-03-02,2022-08-14,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/ElectionAssets.html,Poll Asset Management System,16,14,false,false,false,true,false,false,false,false,2022-03-02,2022-08-14,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/PollWorker.html,Poll Worker Access System,16,14,false,false,false,true,false,false,false,false,2022-01-30,2022-08-14,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/PollWorker.html,Poll Worker Management System,16,14,false,false,false,true,false,false,false,false,2022-01-30,2022-08-14,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/ElectionResultPostingSystem.html,Election Results Posting System,16,14,false,false,false,true,false,false,false,false,2022-01-30,2022-08-14,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/PollingLocation.html,Poll Location Management System,16,14,false,false,false,true,false,false,false,false,2022-01-30,2022-08-14,false,false
0,Alexa top domain list || page 866,http://janhit.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-22,false,false
0,Alexa top domain list || page 866,http://july.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://ketaki.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-22,false,false
0,Alexa top domain list || page 866,http://linkdonation.com/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,http://list.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-22,false,false
0,Alexa top domain list || page 866,http://major.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-08-20,false,true
0,Alexa top domain list || page 866,http://mandakini.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-22,false,false
0,Alexa top domain list || page 866,http://muchmore.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-20,false,false
0,Alexa top domain list || page 866,http://mymusic.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-07-17,2022-07-21,false,false
0,Alexa top domain list || page 866,http://newfilms.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://officialwebsites.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
0,Alexa top domain list || page 866,http://one.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-22,false,false
0,Alexa top domain list || page 866,http://onemanarmy.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-22,false,false
0,Alexa top domain list || page 866,http://onlinefestival.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-22,false,false
0,Alexa top domain list || page 866,http://onlinenewspaper.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-07,2022-06-03,false,false
0,Alexa top domain list || page 866,http://punecolleges.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,qanon.news : NewsGrinder [08/14/2022],http://qanon.news/20220814,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-09-02,2022-09-02,true,false
0,qanon.news : NewsGrinder [08/14/2022],http://qanon.news/20220814?d1=0&i=0,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-08-21,2022-09-03,true,false
0,qanon.news : NewsGrinder [08/14/2022],http://qanon.news/20220814?d1=0&i=1,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-08-22,2022-09-04,true,false
0,qanon.news : NewsGrinder [08/14/2022],http://qanon.news/20220814?d1=1&i=0,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-08-20,2022-08-31,true,false
0,qanon.news : NewsGrinder [08/14/2022],http://qanon.news/20220814?d1=1&i=1,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-08-21,2022-09-04,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/20220822,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-09-01,2022-09-01,true,false
